Ticker Symbol,Number of Anomalies,Predicted Total Revenue,Predicted Net Income,Predicted Total Assets,Predicted Earnings Per Share,Total Revenue Y1,Total Revenue Y2,Total Revenue Y3,Total Revenue Y4,Net Income Y1,Net Income Y2,Net Income Y3,Net Income Y4,Total Assets Y1,Total Assets Y2,Total Assets Y3,Total Assets Y4,Earnings Per Share Y1,Earnings Per Share Y2,Earnings Per Share Y3,Earnings Per Share Y4
O,1,1072311870.9534446,289834194.1861257,12632685076.479404,1.036019747627377,484581000.0,780209000.0,933505000.0,1023285000.0,159152000.0,245564000.0,270635000.0,283766000.0,5429348000.0,9924441000.0,11012622000.0,11865870000.0,0.86,1.06,1.04,1.09
OKE,1,7061974086.88799,288281430.0490053,14913721934.922873,1.48726478225585,10184121000.0,11871879000.0,12195091000.0,7763206000.0,360619000.0,266533000.0,314107000.0,244977000.0,15855275000.0,17741481000.0,15261773000.0,15446111000.0,1.75,1.29,1.5,1.17
ORLY,2,8558952075.431479,1045719982.0252401,6873360777.434079,11.08190804846169,6182184000.0,6649237000.0,7216081000.0,7966674000.0,585746000.0,670292000.0,778182000.0,931216000.0,5749187000.0,6067208000.0,6532083000.0,6676684000.0,4.83,6.14,7.46,9.32
OXY,2,12349613640.093582,-15097173236.387474,41592657892.942154,-17.793892961106188,20100000000.0,20170000000.0,19312000000.0,12480000000.0,4598000000.0,5903000000.0,630000000.0,-7829000000.0,64210000000.0,69443000000.0,56259000000.0,43437000000.0,5.67,7.33,0.79,-10.23
PBCT,0,1421620449.0877316,261539209.93865585,41701297222.08656,0.8615746785667417,1355300000.0,1346100000.0,1381400000.0,1421300000.0,245300000.0,232400000.0,251700000.0,260100000.0,30324400000.0,33213700000.0,35997100000.0,38877400000.0,0.72,0.74,0.84,0.86
PBI,0,3506873915.9393206,342335920.5625627,6084998156.379474,1.4568801086472436,3823713000.0,3791335000.0,3821504000.0,3578060000.0,445163000.0,142835000.0,333755000.0,407943000.0,7859891000.0,6772708000.0,6499702000.0,6141462000.0,2.22,0.71,1.65,2.04
PCAR,1,19343305522.58165,1766392123.3921714,21153512214.504745,5.119116559473323,16596800000.0,16661000000.0,18534400000.0,18671300000.0,1111600000.0,1171300000.0,1358800000.0,1604000000.0,18627800000.0,20725500000.0,20618800000.0,21109800000.0,3.13,3.31,3.83,4.52
PCLN,0,10004241784.370747,2716087949.9098864,20098507541.50094,50.35251709518326,5260956000.0,6793306000.0,8441971000.0,9223987000.0,1419566000.0,1892663000.0,2421753000.0,2551360000.0,6569742000.0,10444460000.0,14770977000.0,17420575000.0,28.48,37.17,46.3,50.09
PEG,1,10483306805.28876,1693240840.326977,39463355687.637505,3.2768541223701995,9781000000.0,9968000000.0,10886000000.0,10415000000.0,1275000000.0,1243000000.0,1518000000.0,1679000000.0,31725000000.0,32522000000.0,35287000000.0,37535000000.0,2.52,2.46,3.0,3.32
PFE,1,48308897117.66561,9424380072.89183,167083161817.19565,1.7091429651959256,54657000000.0,51584000000.0,49605000000.0,48851000000.0,14570000000.0,22003000000.0,9135000000.0,6960000000.0,185798000000.0,172101000000.0,167566000000.0,167460000000.0,1.96,3.23,1.44,1.13
PGR,1,22106962605.30884,1266504518.6948752,32164252253.13822,2.104647809013237,17083900000.0,18170900000.0,19391400000.0,20853800000.0,902300000.0,1165400000.0,1281000000.0,1267600000.0,22694700000.0,24408200000.0,25787600000.0,29819300000.0,1.5,1.95,2.17,2.16
PNC,0,16123540116.272215,4081057897.358029,375177774682.68866,7.4148383780939815,16606000000.0,16872000000.0,16281000000.0,16270000000.0,3001000000.0,4201000000.0,4184000000.0,4106000000.0,305107000000.0,320192000000.0,345072000000.0,358493000000.0,5.36,7.48,7.44,7.52
PNR,1,6202566656.583041,123458677.14203319,11804574162.321846,1.0335577307485961,4306800000.0,6999700000.0,7039000000.0,6449000000.0,-107200000.0,536800000.0,214900000.0,-76400000.0,11882700000.0,11743300000.0,10655200000.0,11857000000.0,-0.84,2.67,1.13,-0.42
PNW,1,3497202856.504171,436475979.45193684,15573829069.304836,3.743573618119502,3301804000.0,3454628000.0,3491632000.0,3495443000.0,413164000.0,406074000.0,397595000.0,437257000.0,13379615000.0,13508686000.0,14288890000.0,15028258000.0,3.48,3.69,3.59,3.94
PPL,0,7733615833.365606,1311091954.0438569,38824582336.99486,2.3517910868725362,12132000000.0,7263000000.0,7852000000.0,7669000000.0,1526000000.0,1130000000.0,1737000000.0,682000000.0,43634000000.0,46259000000.0,48606000000.0,39301000000.0,2.61,1.85,2.64,1.01
PRU,0,54452037842.05204,7711758562.514228,761841771037.1549,8.498986376689164,84847000000.0,41461000000.0,54105000000.0,57119000000.0,520000000.0,-667000000.0,1381000000.0,5642000000.0,709235000000.0,731781000000.0,766655000000.0,757388000000.0,-0.48,-1.55,-2.69,12.37
PSX,1,95088498815.7908,4797315864.020073,48444190632.057846,7.390413229528948,179290000000.0,171596000000.0,161212000000.0,98975000000.0,4124000000.0,3726000000.0,4762000000.0,4227000000.0,48073000000.0,49798000000.0,48692000000.0,48580000000.0,6.55,6.07,8.4,7.78
PWR,1,7852943551.060652,336019466.93003404,5098349953.212237,1.5631871780368973,5920269000.0,6411577000.0,7747229000.0,7572436000.0,322656000.0,421309000.0,315082000.0,321824000.0,5140757000.0,5793245000.0,6253583000.0,5213543000.0,1.44,1.87,1.35,1.59
PX,1,10687683184.119953,1540816392.6337557,18144296844.517193,5.224566956398579,11224000000.0,11925000000.0,12273000000.0,10776000000.0,1692000000.0,1755000000.0,1694000000.0,1547000000.0,18090000000.0,20255000000.0,19769000000.0,18319000000.0,5.67,5.94,5.79,5.39
RCL,1,8451200746.90574,581278145.1096966,21264985345.032776,2.2898332510266473,7688024000.0,7959894000.0,8073855000.0,8299074000.0,18287000.0,473692000.0,764146000.0,665783000.0,19827930000.0,20072947000.0,20713190000.0,20921855000.0,0.08,2.16,3.45,3.03
ROP,1,3664477314.6143837,766398129.0844206,11182437096.492943,6.848009224094468,2993489000.0,3238128000.0,3549494000.0,3582395000.0,483360000.0,538293000.0,646033000.0,696067000.0,7071104000.0,8184981000.0,8400185000.0,10168365000.0,4.95,5.43,6.47,6.92
RRC,1,937259810.3333068,892192728.9712499,6824474881.463451,3.379220012540584,1367135000.0,1832253000.0,2042537000.0,1181704000.0,13002000.0,115722000.0,634382000.0,-713685000.0,6728735000.0,7299086000.0,8704604000.0,6900031000.0,0.08,0.71,3.81,-4.29
SCG,1,4352205955.936155,852109164.2883338,17883066075.292843,6.207252719186449,4176000000.0,4495000000.0,4951000000.0,4380000000.0,420000000.0,471000000.0,538000000.0,746000000.0,14616000000.0,15164000000.0,16818000000.0,17146000000.0,3.2,3.4,3.79,5.22
SCHW,1,6707587176.215959,1618663073.4737172,200238944456.8967,1.0309855300601096,4883000000.0,5435000000.0,6058000000.0,6380000000.0,928000000.0,1071000000.0,1321000000.0,1447000000.0,133637000000.0,143642000000.0,154642000000.0,183718000000.0,0.69,0.78,0.96,1.04
SE,1,5185505835.528278,138166081.9929726,32820468705.544537,0.5115908267552038,5075000000.0,5518000000.0,5903000000.0,5234000000.0,940000000.0,1038000000.0,1082000000.0,196000000.0,30587000000.0,33533000000.0,33998000000.0,32923000000.0,1.44,1.55,1.61,0.29
SHW,0,11675265566.54875,1194254459.6978936,5566840017.386471,13.99725224399369,9534462000.0,10185532000.0,11129533000.0,11339304000.0,631034000.0,752561000.0,865887000.0,1053849000.0,6234737000.0,6382507000.0,5706052000.0,5791855000.0,6.15,7.41,8.95,11.38
SLG,0,1786513840.5075948,506356667.62525713,21659661775.77574,0.9209478966929625,1290052000.0,1371065000.0,1519978000.0,1662829000.0,196405000.0,135371000.0,518056000.0,284084000.0,14386296000.0,14959001000.0,17096587000.0,19857941000.0,1.75,0.39,0.59,1.02
SNI,0,3253549629.1567993,590146112.0810812,7475531788.595161,4.173611459766765,2307182000.0,2530809000.0,2665456000.0,3018227000.0,681478000.0,505070000.0,545275000.0,606828000.0,4138798000.0,4438447000.0,4657481000.0,6672314000.0,4.48,3.43,3.86,4.68
SO,0,17534875802.858818,2310714374.986374,83319944679.06374,2.259708214029292,16537000000.0,17087000000.0,18467000000.0,17489000000.0,2415000000.0,1710000000.0,2031000000.0,2421000000.0,63149000000.0,64546000000.0,70233000000.0,78318000000.0,2.7,1.88,2.19,2.6
SPG,1,5601189293.185537,2097919541.5427742,29344533139.893642,6.847397216435259,4256157000.0,4543849000.0,4870818000.0,5266103000.0,1719632000.0,1551590000.0,1651526000.0,2139375000.0,32586606000.0,33324574000.0,29532330000.0,30650673000.0,4.72,4.24,4.52,5.88
SRCL,1,3341808785.5839267,257858273.32992655,8188925155.374795,3.4841265608800986,1913149000.0,2142807000.0,2555601000.0,2985908000.0,267996000.0,311372000.0,326456000.0,267046000.0,3546738000.0,3887973000.0,4373302000.0,7077450000.0,3.14,3.62,3.84,3.02
SRE,1,10164342941.643406,1511144373.2395728,42688901595.286476,6.168691799080194,9647000000.0,10557000000.0,11035000000.0,10231000000.0,865000000.0,1009000000.0,1162000000.0,1350000000.0,36499000000.0,37244000000.0,39651000000.0,41150000000.0,3.56,4.1,4.72,5.43
STI,1,8574156413.728895,1906406001.5813632,196427139907.7318,3.1245651704624655,11240000000.0,8602000000.0,8707000000.0,8533000000.0,1958000000.0,1344000000.0,1774000000.0,1933000000.0,173442000000.0,175335000000.0,190328000000.0,190817000000.0,3.62,2.43,3.26,3.62
SWN,1,2984660069.668562,3741469719.19153,11692689419.007908,2.2586622747240517,2730000000.0,3371000000.0,4038000000.0,3133000000.0,-707000000.0,704000000.0,924000000.0,-4556000000.0,6737527000.0,8048000000.0,14925000000.0,8110000000.0,-2.03,2.01,2.63,2.01
SYF,1,14440277180.795687,2213234687.895639,94236001340.05453,2.773133336467528,10793000000.0,11813000000.0,12727000000.0,13620000000.0,2119000000.0,1979000000.0,2109000000.0,2214000000.0,53462000000.0,59085000000.0,75707000000.0,84135000000.0,2.72,2.72,2.78,2.66
T,0,153161651102.6756,9946549142.991526,444086136527.056,1.9247537164591466,127434000000.0,128752000000.0,132447000000.0,146801000000.0,7264000000.0,18418000000.0,6442000000.0,13345000000.0,272315000000.0,277787000000.0,296834000000.0,402672000000.0,1.25,3.39,1.19,2.37
TDC,1,2528100344.5392437,-37265832.57376814,2525400932.0046883,-1.3095311354620414,2665000000.0,2692000000.0,2732000000.0,2530000000.0,419000000.0,377000000.0,367000000.0,-214000000.0,3066000000.0,3096000000.0,3132000000.0,2530000000.0,2.49,2.31,2.36,-1.53
TGNA,1,2646574658.396214,925269506.279695,7532141207.167286,2.0909981321036337,5353197000.0,1603123000.0,2626141000.0,3050945000.0,424280000.0,388680000.0,1062171000.0,459522000.0,6379886000.0,9240706000.0,11242195000.0,8537758000.0,1.83,1.7,1.83,2.04
TMK,1,3765409775.0339084,537353545.5291531,20741602895.939255,4.432331434060848,3589516000.0,3494253000.0,3620095000.0,3766065000.0,529324000.0,528472000.0,542939000.0,527100000.0,18776910000.0,18191744000.0,20272259000.0,19853213000.0,5.48,5.76,4.15,4.21
TMO,0,18382060620.79743,2227793223.3949656,42942248333.658714,4.738286377575537,12509900000.0,13090300000.0,16889600000.0,16965400000.0,1177900000.0,1273300000.0,1894400000.0,1975400000.0,27444600000.0,31863400000.0,42852100000.0,40889000000.0,3.24,3.53,4.76,4.96
TRIP,0,1734196387.9395452,197010407.81111792,2400427047.111294,1.4719999680782765,763000000.0,945000000.0,1246000000.0,1492000000.0,194000000.0,205000000.0,226000000.0,198000000.0,1299194000.0,1473000000.0,1948000000.0,2128000000.0,1.39,1.44,1.58,1.38
TSCO,1,6743557802.5600195,443850113.00950235,2590408870.816086,2.9146762297611777,4664120000.0,5164784000.0,5711715000.0,6226507000.0,276457000.0,328234000.0,370885000.0,410395000.0,1706808000.0,1903391000.0,2034571000.0,2370826000.0,3.89,2.35,2.69,3.03
TSO,1,25844269482.00383,1470119173.8426368,16806067457.13716,15.216590464548496,29809000000.0,37601000000.0,40633000000.0,28711000000.0,743000000.0,412000000.0,843000000.0,1540000000.0,10702000000.0,13389000000.0,16491000000.0,16332000000.0,5.33,3.05,6.56,12.5
TSS,0,3107595731.877413,407785019.87220514,4218941304.108703,1.952444651840516,1793557000.0,2064305000.0,2446877000.0,2779541000.0,249923000.0,256597000.0,329406000.0,369041000.0,2023838000.0,3686568000.0,3733581000.0,3908300000.0,1.3,1.3,1.73,1.98
TXN,1,13204300325.231325,3259232234.723502,15346463865.183676,2.7988830589706195,12825000000.0,12205000000.0,13045000000.0,13000000000.0,1759000000.0,2162000000.0,2821000000.0,2986000000.0,20021000000.0,18938000000.0,17372000000.0,16230000000.0,1.53,1.94,2.61,2.86
UA,0,4668798163.641392,260890186.72946632,3292227112.2708926,1.201989086935349,1834921000.0,2332051000.0,3084370000.0,3963313000.0,128778000.0,162330000.0,208042000.0,232573000.0,1157083000.0,1577741000.0,2095083000.0,2868900000.0,1.23,1.54,0.98,1.08
UAA,0,4668798163.641392,260890186.72946632,3292227112.2708926,2.785,1834921000.0,2332051000.0,3084370000.0,3963313000.0,128778000.0,162330000.0,208042000.0,232573000.0,1157083000.0,1577741000.0,2095083000.0,2868900000.0,2.785,2.785,2.785,2.785
UAL,0,37841927656.28251,9062469338.807041,40765720237.07466,23.731745771293603,37152000000.0,38279000000.0,38901000000.0,37864000000.0,-723000000.0,571000000.0,1132000000.0,7340000000.0,37628000000.0,36812000000.0,36595000000.0,40861000000.0,-2.18,1.64,3.05,19.52
UDR,1,953687697.3920369,233083211.45326614,7657856973.059514,1.3346886119761843,716612000.0,758926000.0,818046000.0,894638000.0,212177000.0,44812000.0,154334000.0,340383000.0,6859103000.0,6807722000.0,6828728000.0,7663844000.0,0.85,0.16,0.6,1.3
UHS,0,9733630169.746239,758435151.0188677,10107248801.910011,7.536693544267736,6961400000.0,7367873000.0,8205088000.0,9043451000.0,443446000.0,510733000.0,545343000.0,680528000.0,8200843000.0,8311723000.0,8974443000.0,9634113000.0,4.57,5.21,5.52,6.89
UNM,1,10731266864.24188,702653465.834669,62361067231.73196,2.5260465582545213,10515400000.0,10368600000.0,10524500000.0,10731300000.0,894400000.0,847000000.0,402100000.0,867100000.0,62236100000.0,59403600000.0,62450200000.0,60589700000.0,3.18,3.24,1.62,3.51
UPS,1,59170260342.155266,3510947664.0839276,38111914771.991234,3.1973348228123983,54127000000.0,55438000000.0,58232000000.0,58363000000.0,807000000.0,4372000000.0,3032000000.0,4844000000.0,38863000000.0,36212000000.0,35440000000.0,38311000000.0,0.84,4.65,3.31,5.38
VLO,1,87118221156.69835,4450632960.928826,44200048659.89965,8.294080088703542,138393000000.0,138074000000.0,130844000000.0,87804000000.0,2083000000.0,2720000000.0,3630000000.0,3990000000.0,44477000000.0,47260000000.0,45550000000.0,44343000000.0,3.77,4.99,6.88,8.0
VMC,0,3705562773.521844,170485612.26880184,8126796436.946515,1.3459755792949901,2567310000.0,2770709000.0,2994169000.0,3422181000.0,-52593000.0,24382000.0,204923000.0,221177000.0,8126599000.0,8259143000.0,8041097000.0,8301632000.0,-0.41,0.19,1.56,1.66
VRSK,0,2286838423.8696504,565921290.4687316,5497541089.023264,3.753906833027541,1407848000.0,1595703000.0,1746726000.0,2068010000.0,329142000.0,348380000.0,400042000.0,507577000.0,2360336000.0,2504451000.0,2345330000.0,5615927000.0,1.98,2.07,2.41,3.07
VRSN,1,1086073474.319849,431526885.4291913,2548477799.9434457,2.8788099873248116,873592000.0,965087000.0,1010117000.0,1059366000.0,320032000.0,544450000.0,355260000.0,375236000.0,2062476000.0,2660767000.0,1901150000.0,2357737000.0,2.04,3.77,2.8,3.29
VRTX,1,907810452.4370998,-317406669.16033894,2472261410.809819,-1.645013143242394,1527042000.0,1211975000.0,580415000.0,1032336000.0,-107032000.0,-445028000.0,-738555000.0,-556334000.0,2759288000.0,2319041000.0,2334679000.0,2498875000.0,-0.5,-1.98,-3.14,-2.31
VZ,1,136771954737.69937,12911501688.826317,241783505869.76428,2.183191134459617,115846000000.0,120550000000.0,127079000000.0,131620000000.0,875000000.0,11497000000.0,9625000000.0,17879000000.0,225222000000.0,274098000000.0,232616000000.0,244640000000.0,0.31,4.01,2.42,4.38
WAT,1,2102382056.6908133,467866616.63501287,4617555873.507983,5.7,1843641000.0,1904218000.0,1989344000.0,2042332000.0,461443000.0,450003000.0,431620000.0,469053000.0,3168150000.0,3582629000.0,3874690000.0,4268677000.0,5.7,5.7,5.7,5.7
WEC,0,6479935531.088503,671323530.880242,29982545229.61539,2.4817544791539916,4246400000.0,4519000000.0,4997100000.0,5926100000.0,546300000.0,578600000.0,589500000.0,640300000.0,14285000000.0,14769400000.0,14905000000.0,29355200000.0,2.37,2.54,2.61,2.36
WFC,1,89975520860.43959,22922514522.821163,1908193137395.906,4.183437404131183,91247000000.0,88069000000.0,88372000000.0,90033000000.0,18897000000.0,21878000000.0,23057000000.0,22894000000.0,1422968000000.0,1523502000000.0,1687155000000.0,1787632000000.0,3.4,3.95,4.17,4.18
WLTW,1,3863900965.787802,214303347.89049253,18793601355.51749,2.785,3480000000.0,3655000000.0,3802000000.0,3829000000.0,-446000000.0,365000000.0,362000000.0,373000000.0,15112000000.0,14800000000.0,15421000000.0,18839000000.0,2.785,2.785,2.785,2.785
WMB,1,7679052984.7422,2271228042.105837,56306928774.95234,2.8933813292907202,7486000000.0,6860000000.0,7637000000.0,7360000000.0,859000000.0,430000000.0,2114000000.0,-571000000.0,24327000000.0,27142000000.0,50455000000.0,49020000000.0,1.39,0.63,2.94,-0.76
WU,0,5581199638.328724,841257246.7377044,9427550925.688105,1.5496104441983518,5664800000.0,5542000000.0,5607200000.0,5483700000.0,1025900000.0,798400000.0,852400000.0,837800000.0,9465700000.0,10121300000.0,9890400000.0,9458900000.0,1.7,1.43,1.6,1.63
WY,0,7011242678.593796,1712996303.587812,12309719286.881256,1.56960861354074,5989000000.0,7254000000.0,7403000000.0,7082000000.0,385000000.0,563000000.0,1826000000.0,506000000.0,12592000000.0,14577000000.0,13265000000.0,12486000000.0,0.71,0.95,3.2,0.89
WYN,0,5690630057.842257,681976338.3627062,9712191767.560884,5.823060757618256,4534000000.0,5009000000.0,5281000000.0,5536000000.0,400000000.0,432000000.0,529000000.0,612000000.0,9463000000.0,9741000000.0,9679000000.0,9716000000.0,2.8,3.25,4.22,5.18
WYNN,0,3940186735.872728,-108595100.23447752,11598603354.583492,-0.3919673243745523,5154284000.0,5620936000.0,5433661000.0,4075883000.0,502036000.0,728652000.0,731554000.0,195290000.0,7276594000.0,8377030000.0,9062861000.0,10522259000.0,4.87,7.25,7.25,1.93
XEC,1,1340326677.1291592,-6341854329.220921,5045672576.39552,-29.507301205094727,1623938000.0,1998051000.0,2424176000.0,1452619000.0,353823000.0,564689000.0,507204000.0,-2408948000.0,6305152000.0,7253135000.0,8708469000.0,5243286000.0,4.08,6.48,5.79,-25.92
XEL,1,11009171943.245235,989156154.7018721,41129936687.61262,1.931719182946792,10128223000.0,10914922000.0,11686135000.0,11024486000.0,905229000.0,948234000.0,1021306000.0,984485000.0,31140686000.0,33907490000.0,36957884000.0,39053535000.0,1.86,1.91,2.03,1.94
XL,1,9258255442.933073,324029932.1757345,56976165323.78871,1.1010954231195083,7232397000.0,7541234000.0,6602267000.0,9308926000.0,651128000.0,1059916000.0,188340000.0,1201560000.0,45386895000.0,45652887000.0,45046819000.0,58682938000.0,2.12,3.68,0.71,4.22
XOM,2,247278450587.2464,18956228418.700066,336270093032.6705,5.456810979363905,451509000000.0,420836000000.0,394105000000.0,259488000000.0,44880000000.0,32580000000.0,32520000000.0,16150000000.0,333795000000.0,346808000000.0,349493000000.0,336758000000.0,9.7,7.37,7.6,3.85
XRAY,1,2672130711.8177595,277366184.7526168,4366594263.947092,2.0188711360007763,2928429000.0,2950800000.0,2922600000.0,2674300000.0,314213000.0,313200000.0,322900000.0,251200000.0,4972297000.0,5078047000.0,4646500000.0,4402900000.0,2.22,2.2,2.28,1.79
XRX,1,17427374031.992714,455837133.4852518,23639405871.50489,0.059703939928254846,20421000000.0,20006000000.0,19540000000.0,18045000000.0,1195000000.0,1159000000.0,1013000000.0,474000000.0,30015000000.0,29036000000.0,27658000000.0,24817000000.0,0.9,0.93,0.82,0.42
XYL,1,3650078924.8688197,362480356.2203982,4648634766.238327,1.7063344707681583,3791000000.0,3837000000.0,3916000000.0,3653000000.0,297000000.0,228000000.0,337000000.0,340000000.0,4679000000.0,4896000000.0,4833000000.0,4657000000.0,1.6,1.23,1.84,1.88
YHOO,1,4946578613.208527,9024578491.427797,62529305343.44685,8.287668995181019,4986566000.0,4680380000.0,4618133000.0,4968301000.0,3945479000.0,1366281000.0,7521731000.0,-4359082000.0,17103253000.0,16804959000.0,61707336000.0,45203966000.0,3.31,1.3,7.61,-4.64
YUM,1,13158259654.561766,1213554366.8700118,7813665656.52159,3.1481359011965577,13633000000.0,13084000000.0,13279000000.0,13105000000.0,1597000000.0,1091000000.0,1051000000.0,1293000000.0,9013000000.0,8695000000.0,8334000000.0,8075000000.0,3.46,2.41,2.37,2.97
ZBH,1,6484556243.45266,92503795.93506509,36349855442.60614,0.030920029226825685,4471700000.0,4623400000.0,4673300000.0,5997800000.0,755000000.0,780400000.0,720300000.0,147000000.0,9012400000.0,9580600000.0,9658000000.0,27219500000.0,4.32,4.49,4.26,0.78
ZION,0,2313310699.3035197,390618835.082077,61050133506.631,0.9290504717581816,2458592000.0,2278812000.0,2361631000.0,2210591000.0,349516000.0,263791000.0,398462000.0,309471000.0,55511918000.0,56031127000.0,57208874000.0,59669525000.0,0.97,1.58,1.68,1.2
